id;accident_id;age;sex
2413;2014040185;61;m
2414;2014040186;39;m
2415;2014040187;23;m
2416;2014040188;34;m
2417;2014040189;20;m
2418;2014040190;20;m
2419;2014040190;28;m
2420;2014040191;21;m
2421;2014040192;19;m
2422;2014040192;34;w
2423;2014040193;27;m
2424;2014040193;72;m
2425;2014040195;45;m
2426;2014040195;56;m
2427;2014040196;31;w
2428;2014040197;36;m
2429;2014040197;62;m
2430;2014040199;82;m
2431;2014040200;47;m
2432;2014040201;21;m
2433;2014040201;22;m
2434;2014040202;17;m
2435;2014040203;21;m
2436;2014040204;51;w
2437;2014040207;19;w
2438;2014040207;77;w
2439;2014040209;43;w
2440;2014040210;46;m
2441;2014040211;36;m
2442;2014040211;36;m
2443;2014040213;29;m
2444;2014040214;19;m
2445;2014040214;36;m
2446;2014040215;19;w
2447;2014040216;27;m
2448;2014040217;36;m
2449;2014040219;17;m
2450;2014040220;64;m
2451;2014040224;19;m
2452;2014040225;54;m
2453;2014040226;38;m
2454;2014040228;32;m
2455;2014040229;29;w
2456;2014040229;30;m
2457;2014040230;51;m
2458;2014040231;54;m
2459;2014040232;22;m
2460;2014040233;84;m
2461;2014040234;26;m
2462;2014040235;21;w
2463;2014040235;27;m
2464;2014040236;44;m
2465;2014040237;66;m
2466;2014040237;79;m
2467;2014040238;20;m
2468;2014040239;27;m
2469;2014040239;39;w
2470;2014040239;42;m
2471;2014040240;29;m
2472;2014040240;45;m
2473;2014040241;42;m
2474;2014040242;25;w
2475;2014040242;31;w
2476;2014040243;42;m
2477;2014040244;32;m
2478;2014040244;42;m
2479;2014040245;50;m
2480;2014040246;25;m
2481;2014040246;94;m
2482;2014040247;23;m
2483;2014040248;42;m
2484;2014040248;65;m
2485;2014040249;21;m
2486;2014040249;63;m
2487;2014040250;89;m
2488;2014040251;30;w
2489;2014040252;63;m
2490;2014040253;73;m
2491;2014040254;27;m
2492;2014040254;71;w
2493;2014040255;21;w
2494;2014040256;61;m
2495;2014040257;21;m
2496;2014040257;55;m
2497;2014040258;48;m
2498;2014040259;42;m
2499;2014040259;61;m
2500;2014040260;19;m
2501;2014040261;56;m
2502;2014040261;58;w
2503;2014040262;32;m
2504;2014040263;24;m
2505;2014040264;28;w
2506;2014040265;29;m
2507;2014040265;37;m
2508;2014040266;30;m
2509;2014040267;66;m
2510;2014040268;69;m
2511;2014040269;20;m
2512;2014040270;25;m
2513;2014040270;68;w
2514;2014040271;80;m
2515;2014040272;75;m
2516;2014040273;25;w
2517;2014040273;52;m
2518;2014040274;40;m
2519;2014040275;19;m
2520;2014040275;46;m
2521;2014040276;21;m
2522;2014040277;50;w
2523;2014040277;51;w
2524;2014040278;33;w
2525;2014040278;62;m
2526;2014040280;18;w
2527;2014040280;24;m
2528;2014040280;58;m
2529;2014040281;62;m
2530;2014040282;46;m
2531;2014040282;81;w
2532;2014040283;51;m
2533;2014040284;32;w
2534;2014040284;35;w
2535;2014040284;37;w
2536;2014040284;64;m
2537;2014040285;28;w
2538;2014040286;65;w
2539;2014040287;18;m
2540;2014040288;57;m
2541;2014040289;37;m
2542;2014040290;18;m
2543;2014040291;30;m
2544;2014040292;25;m
2545;2014040293;71;m
2546;2014040294;76;m
2547;2014040295;28;m
2548;2014040296;31;w
2549;2014040297;40;w
2550;2014040297;67;w
2551;2014040298;49;w
2552;2014040299;25;w
2553;2014040299;26;m
2554;2014040300;23;m
2555;2014040300;75;m
2556;2014040301;26;w
2557;2014040302;28;w
2558;2014040303;38;w
2559;2014040304;27;w
2560;2014040306;24;m
2561;2014040306;27;m
2562;2014040307;39;w
2563;2014040308;27;m
2564;2014040310;22;m
2565;2014040310;63;m
2566;2014040311;42;m
2567;2014040312;18;m
2568;2014040314;29;m
2569;2014040315;20;m
2570;2014040315;23;w
2571;2014040316;57;m
2572;2014040317;43;m
2573;2014040318;20;w
2574;2014040318;89;w
2575;2014040319;37;m
2576;2014040319;68;m
2577;2014040320;16;m
2578;2014040320;22;m
2579;2014040320;45;m
2580;2014040321;36;m
2581;2014040323;64;m
2582;2014040325;20;m
2583;2014040325;48;m
2584;2014040326;29;m
2585;2014040326;89;w
2586;2014040327;43;w
2587;2014040328;41;m
2588;2014040328;66;w
2589;2014040329;20;w
2590;2014040329;38;m
2591;2014040330;53;w
2592;2014040331;45;m
2593;2014040332;53;m
2594;2014040333;21;m
2595;2014040333;83;w
2596;2014040334;37;m
2597;2014040334;72;m
2598;2014040335;44;w
2599;2014040335;54;m
2600;2014040336;44;w
2601;2014040338;52;m
2602;2014040339;18;w
2603;2014040339;58;m
2604;2014040340;33;w
2605;2014040340;47;m
2606;2014040341;46;m
2607;2014040342;25;w
2608;2014040343;43;m
2609;2014040343;45;w
2610;2014040345;46;m
2611;2014040346;52;m
2612;2014040347;68;w
2613;2014040348;21;w
2614;2014040348;42;m
2615;2014040349;29;m
2616;2014040350;26;w
2617;2014040351;22;m
2618;2014040351;31;w
2619;2014040354;32;w
2620;2014040354;56;m
2621;2014040355;80;m
2622;2014040356;43;w
2623;2014040357;60;w
2624;2014040358;64;m
2625;2014040359;44;w
2626;2014040359;48;m
2627;2014040360;31;m
2628;2014040361;61;m
2629;2014040362;79;m
2630;2014040363;50;m
2631;2014040364;41;m
2632;2014040364;51;m
2633;2014040364;64;w
2634;2014040365;19;m
2635;2014040365;28;m
2636;2014040365;33;w
2637;2014040366;35;m
2638;2014040367;18;m
2639;2014040368;24;w
2640;2014040368;34;m
2641;2014040369;24;m
2642;2014040370;34;m
2643;2014040370;41;m
2644;2014040371;20;m
2645;2014040372;26;m
2646;2014040372;72;m
2647;2014040373;18;m
2648;2014040373;27;m
2649;2014040373;50;m
2650;2014040374;54;w
2651;2014040374;64;m
2652;2014040375;25;m
2653;2014040376;23;m
2654;2014040377;43;m
2655;2014040377;63;m
2656;2014040378;48;w
2657;2014040378;51;m
2658;2014040379;40;m
2659;2014040379;59;m
2660;2014040380;27;m
2661;2014040381;62;m
2662;2014040382;63;m
2663;2014040382;75;w
2664;2014040383;25;m
2665;2014040384;55;m
2666;2014040385;40;m
2667;2014040386;21;m
2668;2014040386;58;w
2669;2014040387;29;m
2670;2014040387;63;w
2671;2014040388;43;w
2672;2014040388;52;m
2673;2014040389;28;m
2674;2014040390;23;m
2675;2014040391;20;m
2676;2014040391;23;w
2677;2014040392;58;w
2678;2014040393;64;w
2679;2014040394;55;m
2680;2014040395;25;m
2681;2014040395;66;m
2682;2014040396;32;m
2683;2014040396;33;m
2684;2014040397;30;m
2685;2014040397;43;w
2686;2014040397;64;m
2687;2014040398;39;m
2688;2014040399;62;m
2689;2014040400;17;m
2690;2014040401;52;m
2691;2014040402;39;m
2692;2014040403;64;m
2693;2014040404;36;w
2694;2014040405;63;m
2695;2014040406;25;m
2696;2014040408;21;m
2697;2014040408;27;w
2698;2014040409;23;w
2699;2014040409;27;m
2700;2014040409;45;m
2701;2014040409;53;w
2702;2014040410;58;m
2703;2014040411;62;m
2704;2014040412;25;w
2705;2014040412;51;w
2706;2014040413;42;w
2707;2014040413;77;m
2708;2014040414;60;m
2709;2014040415;24;m
2710;2014040416;27;w
2711;2014040418;65;m
2712;2014040419;18;m
2713;2014040419;25;m
2714;2014040420;59;m
2715;2014040420;67;m
2716;2014040421;24;m
2717;2014040424;40;w
2718;2014040425;20;m
2719;2014040425;69;w
2720;2014040426;37;w
2721;2014040427;47;m
2722;2014040427;54;m
2723;2014040428;66;m
2724;2014040429;39;m
2725;2014040430;22;m
2726;2014040431;32;m
2727;2014040431;39;w
2728;2014040432;31;m
2729;2014040432;58;m
2730;2014040433;20;m
2731;2014040433;75;m
2732;2014040434;36;m
2733;2014040435;19;w
2734;2014040435;45;m
2735;2014040436;55;m
2736;2014040436;56;m
2737;2014040437;38;m
2738;2014040438;65;m
2739;2014040438;82;m
2740;2014040440;28;m
2741;2014040441;47;m
2742;2014040442;47;m
2743;2014040443;26;m
2744;2014040443;66;m
2745;2014040444;55;m
2746;2014040445;17;w
2747;2014040445;54;m
2748;2014040446;25;m
2749;2014040446;25;m
2750;2014040447;21;m
2751;2014040448;30;w
2752;2014040449;22;m
2753;2014040449;38;m
2754;2014040449;43;m
2755;2014040449;61;m
2756;2014040450;71;m
2757;2014040451;32;w
2758;2014040451;49;m
2759;2014040452;65;w
2760;2014040453;46;w
2761;2014040454;25;w
2762;2014040454;61;m
2763;2014040455;74;m
2764;2014040455;89;m
2765;2014040456;44;m
2766;2014040456;80;w
2767;2014040457;43;m
2768;2014040457;52;m
2769;2014040457;55;w
2770;2014040458;18;m
2771;2014040459;21;w
2772;2014040459;48;m
2773;2014040460;48;w
2774;2014040461;21;m
2775;2014040461;63;w
2776;2014040462;29;m
2777;2014040463;63;w
2778;2014040464;21;m
2779;2014040465;18;w
2780;2014040466;50;m
2781;2014040466;78;w
2782;2014040467;23;w
2783;2014040470;32;m
2784;2014040471;27;m
2785;2014040471;46;m
2786;2014040471;60;m
2787;2014040472;30;m
2788;2014040472;53;w
2789;2014040473;54;w
2790;2014040474;29;m
2791;2014040476;31;m
2792;2014040477;45;w
2793;2014040478;20;m
2794;2014040479;23;m
2795;2014040479;88;w
2796;2014040480;38;m
2797;2014040480;72;m
2798;2014040481;22;m
2799;2014040481;80;w
2800;2014040482;37;w
2801;2014040482;66;m
2802;2014040483;54;m
2803;2014040483;78;m
2804;2014040484;19;m
2805;2014040485;30;w
2806;2014040485;77;m
2807;2014040486;44;m
2808;2014040486;94;w
2809;2014040487;43;w
2810;2014040487;46;m
2811;2014040487;66;w
2812;2014040488;44;m
2813;2014040489;76;m
2814;2014040489;77;m
2815;2014040490;59;m
2816;2014040491;51;m
2817;2014040492;28;w
2818;2014040493;54;m
2819;2014040494;71;m
2820;2014040495;70;w
2821;2014040496;18;m
2822;2014040497;23;m
2823;2014040497;28;m
2824;2014040498;51;m
2825;2014040498;75;m
2826;2014040499;57;m
2827;2014040500;24;w
2828;2014040500;51;m
2829;2014040501;30;m
2830;2014040501;30;m
2831;2014040501;38;m
2832;2014040501;42;m
2833;2014040502;33;w
2834;2014040505;37;m
2835;2014040506;20;w
2836;2014040507;26;m
2837;2014040507;85;m
2838;2014040508;23;w
2839;2014040509;36;m
2840;2014040509;40;w
2841;2014040510;19;m
2842;2014040510;19;w
2843;2014040510;21;m
2844;2014040511;36;m
2845;2014040512;26;m
2846;2014040513;34;m
2847;2014040513;79;w
2848;2014040514;51;m
2849;2014040515;27;m
2850;2014040515;32;w
2851;2014040516;32;m
2852;2014040516;36;m
2853;2014040517;26;m
2854;2014040518;36;m
2855;2014040519;29;m
2856;2014040520;31;m
2857;2014040521;17;m
2858;2014040522;43;m
2859;2014040523;51;m
2860;2014040523;60;m
2861;2014040524;74;m
2862;2014040525;23;w
2863;2014040528;20;m
2864;2014040529;16;m
2865;2014040529;23;w
2866;2014040530;73;m
2867;2014040530;74;m
2868;2014040530;89;m
2869;2014040531;26;w
2870;2014040531;31;m
2871;2014040532;18;m
2872;2014040533;44;m
2873;2014040533;85;w
2874;2014040534;51;m
2875;2014040535;35;m
2876;2014040535;43;w
2877;2014040536;28;m
2878;2014040536;67;m
2879;2014040537;41;m
2880;2014040537;53;m
2881;2014040538;21;w
2882;2014040538;22;m
2883;2014040538;78;w
2884;2014040538;87;m
2885;2014040539;25;w
2886;2014040540;30;m
2887;2014040540;45;m
2888;2014040541;26;m
2889;2014040542;38;m
2890;2014040542;46;w
2891;2014040543;19;m
2892;2014040545;21;m
2893;2014040546;44;m
2894;2014040547;56;m
2895;2014040547;60;m
2896;2014040548;22;m
2897;2014040548;64;m
2898;2014040549;32;w
2899;2014040550;51;m
2900;2014040551;87;w
2901;2014040552;30;w
2902;2014040552;38;m
2903;2014040552;73;w
2904;2014040553;56;w
2905;2014040553;56;w
2906;2014040554;58;w
2907;2014040554;94;m
2908;2014040556;53;m
2909;2014040557;32;m
2910;2014040558;58;m
2911;2014040558;90;m
2912;2014040559;58;m
2913;2014040559;66;m
2914;2014040560;36;w
2915;2014040561;59;m
2916;2014040562;22;m
2917;2014040562;25;m
2918;2014040562;45;w
2919;2014040562;46;m
2920;2014040562;54;m
2921;2014040562;59;w
2922;2014040563;57;w
2923;2014040564;44;m
2924;2014040564;51;w
2925;2014040565;22;m
2926;2014040565;34;m
2927;2014040566;21;m
2928;2014040567;53;m
2929;2014040568;17;m
2930;2014040568;53;m
2931;2014040569;62;w
2932;2014040570;25;m
2933;2014040571;47;m
2934;2014040572;39;w
2935;2014040573;39;m
2936;2014040573;48;m
2937;2014040574;17;w
2938;2014040574;54;m
2939;2014040575;46;m
2940;2014040576;36;m
2941;2014040577;24;m
2942;2014040578;57;w
2943;2014040579;20;m
2944;2014040580;53;w
2945;2014040581;18;m
2946;2014040582;41;w
2947;2014040583;37;m
2948;2014040584;30;m
2949;2014040585;26;w
2950;2014040585;45;m
2951;2014040588;81;w
2952;2014040591;38;m
2953;2014040592;22;m
2954;2014040595;34;m
2955;2014040596;34;w
2956;2014040596;37;m
2957;2014040598;25;m
2958;2014040598;53;m
2959;2014040599;46;w
2960;2014040600;28;m
2961;2014040600;33;w
2962;2014040600;67;m
2963;2014040601;25;m
2964;2014040601;61;m
2965;2014040602;42;m
2966;2014040602;50;w
2967;2014040603;19;w
2968;2014040603;39;m
2969;2014040604;47;m
2970;2014040605;61;m
2971;2014040606;29;m
2972;2014040606;37;m
2973;2014040606;58;w
2974;2014040607;19;m
2975;2014040608;41;m
2976;2014040608;59;w
2977;2014040609;26;m
2978;2014040610;49;w
2979;2014040611;20;m
2980;2014040611;29;w
2981;2014040611;34;m
2982;2014040612;42;m
2983;2014040614;30;m
2984;2014040615;24;m
2985;2014040615;38;w
2986;2014040616;19;m
2987;2014040616;29;m
2988;2014040616;30;w
2989;2014040617;29;m
2990;2014040618;31;m
2991;2014040618;40;m
2992;2014040619;21;m
2993;2014040620;36;m
2994;2014040620;41;m
2995;2014040622;16;m
2996;2014040622;79;m
2997;2014040623;73;m
2998;2014040624;31;m
2999;2014040624;37;m
3000;2014040625;21;w
3001;2014040626;32;m
3002;2014040627;25;m
3003;2014040628;24;m
3004;2014040629;52;m
3005;2014040630;24;m
3006;2014040631;30;m
3007;2014040632;29;m
3008;2014040634;21;m
3009;2014040635;51;m
3010;2014040635;65;m
3011;2014040636;17;m
3012;2014040636;40;w
3013;2014040637;63;m
3014;2014040638;22;m
3015;2014040639;23;m
3016;2014040640;19;m
3017;2014040641;59;m
3018;2014040642;38;w
3019;2014040646;57;w
3020;2014040647;18;w
3021;2014040647;35;w
3022;2014040648;28;m
3023;2014040649;66;m
3024;2014040652;18;m
3025;2014040652;19;m
3026;2014040653;53;m
3027;2014040653;67;m
3028;2014040654;65;m
3029;2014040654;68;m
3030;2014040655;48;m
3031;2014040656;42;m
3032;2014040657;23;m
3033;2014040657;65;w
3034;2014040658;31;m
3035;2014040658;37;m
3036;2014040659;74;w
3037;2014040660;29;m
3038;2014040660;47;m
3039;2014040661;21;w
3040;2014040661;73;m
3041;2014040662;18;w
3042;2014040662;32;m
3043;2014040663;36;m
3044;2014040664;37;m
3045;2014040664;44;w
3046;2014040664;64;m
3047;2014040665;75;m
3048;2014040666;81;m
3049;2014040667;47;w
3050;2014040667;51;m
3051;2014040668;18;m
3052;2014040668;34;w
3053;2014040669;30;w
3054;2014040669;66;w
3055;2014040670;25;m
3056;2014040671;29;m
3057;2014040673;64;w
3058;2014040674;34;w
3059;2014040675;27;w
3060;2014040676;20;w
3061;2014040676;25;m
3062;2014040676;38;w
3063;2014040676;49;m
3064;2014040676;63;w
3065;2014040677;50;m
3066;2014040678;66;m
3067;2014040679;21;m
3068;2014040679;23;w
3069;2014040681;23;m
3070;2014040682;33;m
3071;2014040682;44;m
3072;2014040683;29;m
3073;2014040683;56;w
3074;2014040684;18;m
3075;2014040684;56;w
3076;2014040685;34;m
3077;2014040685;74;m
3078;2014040687;23;m
3079;2014040688;51;m
3080;2014040689;37;w
3081;2014040690;25;m
3082;2014040691;26;m
3083;2014040692;38;w
3084;2014040692;39;m
3085;2014040693;52;m
3086;2014040694;27;w
3087;2014040694;49;m
3088;2014040694;54;m
3089;2014040695;34;w
3090;2014040696;21;m
3091;2014040697;21;m
3092;2014040698;58;w
3093;2014040698;70;m
3094;2014040699;43;m
3095;2014040699;70;m
3096;2014040700;26;w
3097;2014040701;28;m
3098;2014040702;53;w
3099;2014040702;54;m
3100;2014040703;68;m
3101;2014040704;44;m
3102;2014040704;48;m
3103;2014040708;35;m
3104;2014040708;43;m
3105;2014040709;71;m
3106;2014040710;44;w
3107;2014040711;22;w
3108;2014040711;52;m
3109;2014040711;58;m
3110;2014040712;61;m
3111;2014040713;37;w
3112;2014040714;35;w
3113;2014040715;22;m
3114;2014040716;45;w
3115;2014040717;68;m
3116;2014040718;34;m
3117;2014040719;51;m
3118;2014040720;61;m
3119;2014040721;64;m
3120;2014040723;41;m
3121;2014040724;29;m
3122;2014040724;63;m
3123;2014040725;62;m
3124;2014040726;55;w
3125;2015040002;29;m
3126;2015040003;23;w
3127;2015040004;38;w
3128;2015040005;51;w
3129;2015040005;69;w
3130;2015040006;21;m
3131;2015040006;87;m
3132;2015040007;48;w
3133;2015040008;73;m
3134;2015040009;32;m
3135;2015040009;53;m
3136;2015040010;30;m
3137;2015040011;35;m
3138;2015040012;64;m
3139;2015040013;48;w
3140;2015040013;63;m
3141;2015040014;75;m
3142;2015040015;31;m
3143;2015040015;48;w
3144;2015040016;25;m
3145;2015040017;30;w
3146;2015040017;76;w
3147;2015040018;37;m
3148;2015040019;53;m
3149;2015040019;84;m
3150;2015040022;40;m
3151;2015040023;39;m
3152;2015040023;70;w
3153;2015040024;43;m
3154;2015040024;51;m
3155;2015040025;41;m
3156;2015040026;25;m
3157;2015040026;26;w
3158;2015040026;39;m
3159;2015040027;37;m
3160;2015040027;44;m
3161;2015040028;22;w
3162;2015040028;32;m
3163;2015040028;40;m
3164;2015040029;51;m
3165;2015040029;62;w
3166;2015040030;32;m
3167;2015040030;51;m
3168;2015040031;61;m
3169;2015040032;42;m
3170;2015040033;61;w
3171;2015040033;90;w
3172;2015040034;58;m
3173;2015040036;21;m
3174;2015040036;34;w
3175;2015040036;34;w
3176;2015040037;31;w
3177;2015040038;32;m
3178;2015040038;50;w
3179;2015040038;79;m
3180;2015040039;28;w
3181;2015040039;45;m
3182;2015040040;28;m
3183;2015040041;59;w
3184;2015040042;22;w
3185;2015040042;48;m
3186;2015040043;23;w
3187;2015040043;46;m
3188;2015040044;47;m
3189;2015040045;42;m
3190;2015040045;58;m
3191;2015040045;80;w
3192;2015040046;35;m
3193;2015040046;44;m
3194;2015040046;56;m
3195;2015040047;69;w
3196;2015040047;85;m
3197;2015040048;52;m
3198;2015040049;30;m
3199;2015040049;55;w
3200;2015040050;57;w
3201;2015040051;48;m
3202;2015040052;25;m
3203;2015040052;59;m
3204;2015040052;68;m
3205;2015040053;60;m
3206;2015040053;80;m
3207;2015040054;22;m
3208;2015040055;35;m
3209;2015040055;40;m
3210;2015040056;56;w
3211;2015040057;19;m
3212;2015040057;73;m
3213;2015040058;47;w
3214;2015040058;49;m
3215;2015040058;88;m
3216;2015040059;54;w
3217;2015040060;34;m
3218;2015040061;42;w
3219;2015040062;65;m
3220;2015040063;53;m
3221;2015040064;18;m
3222;2015040064;29;m
3223;2015040064;86;m
3224;2015040065;53;w
3225;2015040066;19;m
3226;2015040067;36;m
3227;2015040067;73;m
3228;2015040067;80;w
3229;2015040068;22;m
3230;2015040068;25;m
3231;2015040069;30;w
3232;2015040069;60;m
3233;2015040070;20;m
3234;2015040070;45;w
3235;2015040071;83;m
3236;2015040072;18;w
3237;2015040072;27;m
3238;2015040073;16;m
3239;2015040074;64;m
3240;2015040075;42;m
3241;2015040075;44;m
3242;2015040076;59;m
3243;2015040077;58;w
3244;2015040078;28;m
3245;2015040078;58;m
3246;2015040079;18;m
3247;2015040080;26;w
3248;2015040081;55;m
3249;2015040082;47;m
3250;2015040083;27;m
3251;2015040083;85;m
3252;2015040084;29;w
3253;2015040085;32;m
3254;2015040086;19;m
3255;2015040086;60;m
3256;2015040087;43;m
3257;2015040088;64;m
3258;2015040089;40;m
3259;2015040090;36;w
3260;2015040090;67;m
3261;2015040091;27;m
3262;2015040091;41;m
3263;2015040092;20;w
3264;2015040092;31;m
3265;2015040092;66;w
3266;2015040093;41;m
3267;2015040093;48;m
3268;2015040093;56;m
3269;2015040094;45;m
3270;2015040095;62;m
3271;2015040096;23;m
3272;2015040096;49;w
3273;2015040097;38;m
3274;2015040098;28;m
3275;2015040099;18;m
3276;2015040103;66;m
3277;2015040104;30;m
3278;2015040105;16;m
3279;2015040105;34;w
3280;2015040105;35;m
3281;2015040105;39;m
3282;2015040105;39;m
3283;2015040105;40;w
3284;2015040108;50;m
3285;2015040109;41;m
3286;2015040109;43;w
3287;2015040110;23;m
3288;2015040111;36;m
3289;2015040111;84;w
3290;2015040112;73;w
3291;2015040113;21;w
3292;2015040113;53;m
3293;2015040114;36;m
3294;2015040115;77;m
3295;2015040117;36;m
3296;2015040118;24;w
3297;2015040118;27;m
3298;2015040118;48;w
3299;2015040119;28;m
3300;2015040120;40;m
3301;2015040121;22;m
3302;2015040122;30;m
3303;2015040122;40;w
3304;2015040123;57;m
3305;2015040124;21;m
3306;2015040124;77;w
3307;2015040125;24;m
3308;2015040125;28;m
3309;2015040126;24;m
3310;2015040127;43;m
3311;2015040127;51;m
3312;2015040128;29;m
3313;2015040129;70;m
3314;2015040130;62;m
3315;2015040130;69;m
3316;2015040130;71;w
3317;2015040131;18;m
3318;2015040132;70;m
3319;2015040133;35;w
3320;2015040133;38;m
3321;2015040133;84;m
3322;2015040134;23;m
3323;2015040135;26;w
3324;2015040136;20;m
3325;2015040137;51;m
3326;2015040138;40;w
3327;2015040138;44;m
3328;2015040139;22;m
3329;2015040139;60;w
3330;2015040140;18;m
3331;2015040141;41;m
3332;2015040142;69;w
3333;2015040142;69;m
3334;2015040143;23;m
3335;2015040144;22;m
3336;2015040145;45;m
3337;2015040145;83;m
3338;2015040146;35;m
3339;2015040146;70;m
3340;2015040147;51;m
3341;2015040148;24;m
3342;2015040148;35;w
3343;2015040149;23;m
3344;2015040150;16;m
3345;2015040150;47;m
3346;2015040151;22;m
3347;2015040151;26;w
3348;2015040152;84;w
3349;2015040153;59;w
3350;2015040154;45;w
3351;2015040155;20;m
3352;2015040156;33;m
3353;2015040156;41;m
3354;2015040156;74;m
3355;2015040157;22;w
3356;2015040158;26;w
3357;2015040159;50;m
3358;2015040159;54;m
3359;2015040160;59;w
3360;2015040161;20;m
3361;2015040161;30;m
3362;2015040163;26;m
3363;2015040163;37;m
3364;2015040164;37;m
3365;2015040164;45;m
3366;2015040165;46;m
3367;2015040165;60;m
3368;2015040166;25;m
3369;2015040167;28;m
3370;2015040168;34;m
3371;2015040168;35;m
3372;2015040169;31;m
3373;2015040169;59;m
3374;2015040170;21;w
3375;2015040171;27;m
3376;2015040171;30;m
3377;2015040172;18;w
3378;2015040172;52;m
3379;2015040173;24;w
3380;2015040174;50;w
3381;2015040175;20;w
3382;2015040176;53;w
3383;2015040176;60;m
3384;2015040177;42;m
3385;2015040178;70;m
3386;2015040179;51;m
3387;2015040180;49;m
3388;2015040181;39;m
3389;2015040182;58;m
3390;2015040183;34;m
3391;2015040184;19;m
3392;2015040184;49;m
3393;2015040185;21;m
3394;2015040186;67;m
3395;2015040186;75;m
3396;2015040187;36;m
3397;2015040187;43;m
3398;2015040188;35;w
3399;2015040188;51;m
3400;2015040189;43;m
3401;2015040190;76;m
3402;2015040191;32;w
3403;2015040192;33;m
3404;2015040193;63;m
3405;2015040193;93;w
3406;2015040194;58;w
3407;2015040194;65;m
3408;2015040195;18;m
3409;2015040195;51;m
3410;2015040196;20;m
3411;2015040197;21;m
3412;2015040197;41;m
3413;2015040199;27;m
3414;2015040200;24;m
3415;2015040200;35;m
3416;2015040202;23;m
3417;2015040203;17;m
3418;2015040203;17;m
3419;2015040204;38;w
3420;2015040205;18;w
3421;2015040205;40;m
3422;2015040206;44;m
3423;2015040206;51;w
3424;2015040206;55;m
3425;2015040207;27;w
3426;2015040207;80;m
3427;2015040208;42;m
3428;2015040209;59;m
3429;2015040210;31;m
3430;2015040210;75;m
3431;2015040210;83;m
3432;2015040211;41;m
3433;2015040211;80;m
3434;2015040212;21;m
3435;2015040213;57;m
3436;2015040215;60;w
3437;2015040215;61;m
3438;2015040215;70;m
3439;2015040217;27;m
3440;2015040218;23;m
3441;2015040218;53;m
3442;2015040219;16;m
3443;2015040219;24;m
3444;2015040220;20;w
3445;2015040220;41;m
3446;2015040221;66;w
3447;2015040221;77;m
3448;2015040222;63;m
3449;2015040223;28;w
3450;2015040224;23;m
3451;2015040224;53;m
3452;2015040225;27;m
3453;2015040226;36;w
3454;2015040227;29;m
3455;2015040228;46;m
3456;2015040229;55;m
3457;2015040230;41;m
3458;2015040231;39;m
3459;2015040231;88;m
3460;2015040233;34;m
3461;2015040233;56;w
3462;2015040234;23;m
3463;2015040234;60;m
3464;2015040235;39;m
3465;2015040235;69;m
3466;2015040236;21;m
3467;2015040237;36;w
3468;2015040238;21;m
3469;2015040238;55;m
3470;2015040240;18;w
3471;2015040240;31;w
3472;2015040241;25;m
3473;2015040242;46;m
3474;2015040242;51;m
3475;2015040244;56;m
3476;2015040245;51;m
3477;2015040246;51;m
3478;2015040247;62;m
3479;2015040248;64;w
3480;2015040249;44;w
3481;2015040249;82;m
3482;2015040250;32;m
3483;2015040250;39;w
3484;2015040250;60;m
3485;2015040251;38;w
3486;2015040251;52;m
3487;2015040252;54;m
3488;2015040253;71;m
3489;2015040254;36;m
3490;2015040261;44;m
3491;2015040262;29;m
3492;2015040262;35;w
3493;2015040262;37;w
3494;2015040262;61;m
3495;2015040263;33;m
3496;2015040264;52;m
3497;2015040265;28;m
3498;2015040265;34;m
3499;2015040266;20;w
3500;2015040268;80;m
3501;2015040269;18;m
3502;2015040269;41;m
3503;2015040270;16;w
3504;2015040270;25;m
3505;2015040271;65;m
3506;2015040272;22;m
3507;2015040273;49;m
3508;2015040273;72;m
3509;2015040274;23;w
3510;2015040274;24;m
3511;2015040275;39;m
3512;2015040276;20;m
3513;2015040277;22;w
3514;2015040277;92;m
3515;2015040278;75;m
3516;2015040279;48;w
3517;2015040280;31;w
3518;2015040281;41;m
3519;2015040282;57;m
3520;2015040283;36;m
3521;2015040284;40;m
3522;2015040286;36;m
3523;2015040287;19;w
3524;2015040288;42;m
3525;2015040289;65;m
3526;2015040290;22;m
3527;2015040290;29;m
3528;2015040291;21;m
3529;2015040291;69;w
3530;2015040292;71;m
3531;2015040292;84;m
3532;2015040293;30;m
3533;2015040294;43;m
3534;2015040294;49;m
3535;2015040294;51;m
3536;2015040295;21;m
3537;2015040296;21;m
3538;2015040296;46;m
3539;2015040297;21;m
3540;2015040298;50;w
3541;2015040299;48;m
3542;2015040300;33;m
3543;2015040300;51;m
3544;2015040301;30;m
3545;2015040302;36;m
3546;2015040304;23;m
3547;2015040305;42;w
3548;2015040306;26;m
3549;2015040306;29;m
3550;2015040308;43;m
3551;2015040309;49;m
3552;2015040310;54;w
3553;2015040310;72;m
3554;2015040311;28;m
3555;2015040311;28;w
3556;2015040313;35;m
3557;2015040314;17;w
3558;2015040314;18;m
3559;2015040317;45;w
3560;2015040317;83;w
3561;2015040318;34;w
3562;2015040318;86;w
3563;2015040319;16;m
3564;2015040320;44;m
3565;2015040321;58;m
3566;2015040322;21;m
3567;2015040323;25;m
3568;2015040324;23;w
3569;2015040325;24;m
3570;2015040325;57;m
3571;2015040326;23;m
3572;2015040327;47;w
3573;2015040328;75;m
3574;2015040329;38;m
3575;2015040330;23;m
3576;2015040330;70;m
3577;2015040331;71;w
